filename,expiry_date,freshness_class
TEA\TEA0111.png,2025-08-31,fresh
TEA\TEA0112.png,2025-08-29,fresh
TEA\TEA0113.png,2025-08-17,fresh
TEA\TEA0114.png,2025-09-02,fresh
TEA\TEA0115.png,2025-08-27,fresh
TEA\TEA0116.png,2025-08-06,fresh
TEA\TEA0117.png,2025-09-05,fresh
TEA\TEA0118.png,2025-08-24,fresh
TEA\TEA0119.png,2025-07-21,expiring_soon
TEA\TEA0120.png,2025-07-11,expiring_soon
TEA\TEA0121.png,2025-07-23,expiring_soon
TEA\TEA0122.png,2025-08-14,fresh
TEA\TEA0123.png,2025-07-28,fresh
TEA\TEA0124.png,2025-07-27,fresh
TEA\TEA0125.png,2025-08-21,fresh
TEA\TEA0126.png,2025-08-28,fresh
TEA\TEA0127.png,2025-07-27,fresh
TEA\TEA0128.png,2025-07-13,expiring_soon
TEA\TEA0129.png,2025-07-08,expiring_soon
TEA\TEA0130.png,2025-07-03,expired
TEA\TEA0131.png,2025-07-03,expired
TEA\TEA0132.png,2025-06-25,expired
TEA\TEA0133.png,2025-06-27,expired
TEA\TEA0134.png,2025-08-20,fresh
TEA\TEA0135.png,2025-07-15,expiring_soon
TEA\TEA0136.png,2025-08-08,fresh
TEA\TEA0137.png,2025-08-31,fresh
TEA\TEA0138.png,2025-08-06,fresh
TEA\TEA0139.png,2025-08-24,fresh
TEA\TEA0140.png,2025-08-08,fresh
TEA\TEA0141.png,2025-08-27,fresh
TEA\TEA0142.png,2025-08-15,fresh
TEA\TEA0143.png,2025-06-23,expired
TEA\TEA0144.png,2025-06-26,expired
TEA\TEA0145.png,2025-08-04,fresh
TEA\TEA0146.png,2025-07-02,expired
TEA\TEA0147.png,2025-08-21,fresh
TEA\TEA0148.png,2025-08-13,fresh
TEA\TEA0149.png,2025-07-02,expired
TEA\TEA0150.png,2025-07-26,fresh
TEA\TEA0151.png,2025-08-01,fresh
TEA\TEA0152.png,2025-06-26,expired
TEA\TEA0153.png,2025-07-25,fresh
TEA\TEA0154.png,2025-08-30,fresh
TEA\TEA0155.png,2025-07-17,expiring_soon
TEA\TEA0156.png,2025-06-28,expired
TEA\TEA0157.png,2025-07-24,fresh
TEA\TEA0158.png,2025-08-07,fresh
TEA\TEA0159.png,2025-08-27,fresh
TEA\TEA0160.png,2025-08-31,fresh
TEA\TEA0161.png,2025-09-02,fresh
TEA\TEA0162.png,2025-08-29,fresh
TEA\TEA0163.png,2025-07-01,expired
TEA\TEA0164.png,2025-08-21,fresh
TEA\TEA0165.png,2025-08-02,fresh
TEA\TEA0166.png,2025-06-30,expired
TEA\TEA0167.png,2025-07-13,expiring_soon
TEA\TEA0168.png,2025-08-29,fresh
TEA\TEA0169.png,2025-07-07,expired
TEA\TEA0170.png,2025-07-28,fresh
TEA\TEA0171.png,2025-07-13,expiring_soon
TEA\TEA0172.png,2025-08-10,fresh
TEA\TEA0173.png,2025-08-28,fresh
TEA\TEA0174.png,2025-08-07,fresh
TEA\TEA0175.png,2025-07-23,expiring_soon
TEA\TEA0176.png,2025-07-20,expiring_soon
TEA\TEA0177.png,2025-08-06,fresh
TEA\TEA0178.png,2025-07-24,fresh
TEA\TEA0179.png,2025-08-22,fresh
TEA\TEA0180.png,2025-07-24,fresh
TEA\TEA0181.png,2025-08-23,fresh
TEA\TEA0182.png,2025-07-20,expiring_soon
TEA\TEA0183.png,2025-07-11,expiring_soon
TEA\TEA0184.png,2025-07-24,fresh
TEA\TEA0185.png,2025-08-07,fresh
TEA\TEA0186.png,2025-07-24,fresh
TEA\TEA0187.png,2025-07-08,expiring_soon
TEA\TEA0188.png,2025-08-04,fresh
TEA\TEA0189.png,2025-07-25,fresh
TEA\TEA0190.png,2025-08-02,fresh
TEA\TEA0191.png,2025-07-03,expired
TEA\TEA0192.png,2025-08-23,fresh
TEA\TEA0193.png,2025-08-03,fresh
TEA\TEA0194.png,2025-07-05,expired
TEA\TEA0195.png,2025-08-07,fresh
TEA\TEA0196.png,2025-08-11,fresh
TEA\TEA0197.png,2025-08-14,fresh
TEA\TEA0198.png,2025-08-27,fresh
TEA\TEA0199.png,2025-07-17,expiring_soon
TEA\TEA0200.png,2025-08-26,fresh
TEA\TEA0201.png,2025-07-12,expiring_soon
TEA\TEA0202.png,2025-07-19,expiring_soon
TEA\TEA0203.png,2025-07-25,fresh
TEA\TEA0204.png,2025-07-17,expiring_soon
TEA\TEA0205.png,2025-08-31,fresh
TEA\TEA0206.png,2025-07-05,expired
TEA\TEA0207.png,2025-07-11,expiring_soon
TEA\TEA0208.png,2025-07-07,expired
TEA\TEA0209.png,2025-08-02,fresh
TEA\TEA0210.png,2025-09-01,fresh
TEA\TEA0211.png,2025-07-14,expiring_soon
TEA\TEA0212.png,2025-08-18,fresh
TEA\TEA0213.png,2025-06-30,expired
TEA\TEA0214.png,2025-08-28,fresh
TEA\TEA0215.png,2025-08-12,fresh
TEA\TEA0216.png,2025-08-07,fresh
TEA\TEA0217.png,2025-06-24,expired
TEA\TEA0218.png,2025-08-03,fresh
TEA\TEA0219.png,2025-07-06,expired
TEA\TEA0220.png,2025-07-20,expiring_soon
TEA\TEA0221.png,2025-07-22,expiring_soon
TEA\TEA0222.png,2025-08-04,fresh
TEA\TEA0223.png,2025-07-12,expiring_soon
TEA\TEA0224.png,2025-08-15,fresh
TEA\TEA0225.png,2025-07-02,expired
TEA\TEA0226.png,2025-09-02,fresh
TEA\TEA0227.png,2025-08-09,fresh
TEA\TEA0228.png,2025-07-31,fresh
TEA\TEA0229.png,2025-08-21,fresh
TEA\TEA0230.png,2025-08-31,fresh
TEA\TEA0231.png,2025-08-23,fresh
TEA\TEA0232.png,2025-07-24,fresh
TEA\TEA0233.png,2025-07-18,expiring_soon
TEA\TEA0234.png,2025-08-26,fresh
TEA\TEA0235.png,2025-08-30,fresh
TEA\TEA0236.png,2025-08-09,fresh
TEA\TEA0237.png,2025-07-06,expired
TEA\TEA0238.png,2025-08-09,fresh
TEA\TEA0239.png,2025-08-01,fresh
TEA\TEA0240.png,2025-07-20,expiring_soon
TEA\TEA0241.png,2025-08-26,fresh
TEA\TEA0242.png,2025-08-21,fresh
TEA\TEA0243.png,2025-06-30,expired
TEA\TEA0244.png,2025-07-12,expiring_soon
TEA\TEA0245.png,2025-08-05,fresh
TEA\TEA0246.png,2025-08-30,fresh
TEA\TEA0247.png,2025-09-04,fresh
TEA\TEA0248.png,2025-07-17,expiring_soon
TEA\TEA0249.png,2025-07-09,expiring_soon
TEA\TEA0250.png,2025-07-14,expiring_soon
TEA\TEA0251.png,2025-07-18,expiring_soon
TEA\TEA0252.png,2025-08-21,fresh
TEA\TEA0253.png,2025-08-22,fresh
TEA\TEA0254.png,2025-08-02,fresh
TEA\TEA0255.png,2025-08-26,fresh
TEA\TEA0256.png,2025-06-25,expired
TEA\TEA0257.png,2025-08-19,fresh
TEA\TEA0258.png,2025-08-09,fresh
TEA\TEA0259.png,2025-07-29,fresh
TEA\TEA0260.png,2025-07-06,expired
TEA\TEA0261.png,2025-08-20,fresh
TEA\TEA0262.png,2025-07-20,expiring_soon
TEA\TEA0263.png,2025-08-07,fresh
TEA\TEA0264.png,2025-06-24,expired
TEA\TEA0265.png,2025-08-19,fresh
TEA\TEA0266.png,2025-08-03,fresh
TEA\TEA0267.png,2025-07-19,expiring_soon
TEA\TEA0268.png,2025-07-26,fresh
TEA\TEA0269.png,2025-08-24,fresh
TEA\TEA0270.png,2025-08-04,fresh
TEA\TEA0271.png,2025-08-07,fresh
TEA\TEA0272.png,2025-08-05,fresh
TEA\TEA0273.png,2025-07-10,expiring_soon
TEA\TEA0274.png,2025-08-23,fresh
TEA\TEA0275.png,2025-07-06,expired
TEA\TEA0276.png,2025-08-16,fresh
TEA\TEA0277.png,2025-07-15,expiring_soon
TEA\TEA0278.png,2025-08-29,fresh
TEA\TEA0279.png,2025-06-27,expired
TEA\TEA0280.png,2025-07-30,fresh
TEA\TEA0281.png,2025-08-18,fresh
TEA\TEA0282.png,2025-07-08,expiring_soon
valid\BEANS0000.png,2025-08-22,fresh
valid\BEANS0004.png,2025-07-18,expiring_soon
valid\BEANS0009.png,2025-06-30,expired
valid\BEANS0010.png,2025-08-08,fresh
valid\BEANS0011.png,2025-07-26,fresh
valid\BEANS0012.png,2025-07-31,fresh
valid\BEANS0015.png,2025-08-02,fresh
valid\BEANS0018.png,2025-07-19,expiring_soon
valid\BEANS0022.png,2025-08-15,fresh
valid\BEANS0024.png,2025-07-08,expiring_soon
valid\BEANS0026.png,2025-08-28,fresh
valid\BEANS0030.png,2025-07-04,expired
valid\BEANS0031.png,2025-08-27,fresh
valid\BEANS0033.png,2025-07-31,fresh
valid\BEANS0036.png,2025-07-12,expiring_soon
valid\BEANS0040.png,2025-07-05,expired
valid\BEANS0042.png,2025-07-03,expired
valid\BEANS0044.png,2025-06-30,expired
valid\BEANS0045.png,2025-08-23,fresh
valid\BEANS0053.png,2025-07-20,expiring_soon
valid\BEANS0055.png,2025-08-18,fresh
valid\BEANS0056.png,2025-07-22,expiring_soon
valid\BEANS0062.png,2025-07-11,expiring_soon
valid\BEANS0064.png,2025-08-28,fresh
valid\BEANS0066.png,2025-08-16,fresh
valid\BEANS0069.png,2025-07-09,expiring_soon
valid\BEANS0070.png,2025-08-08,fresh
valid\BEANS0072.png,2025-09-01,fresh
valid\BEANS0073.png,2025-08-21,fresh
valid\BEANS0081.png,2025-08-24,fresh
valid\BEANS0088.png,2025-08-15,fresh
valid\BEANS0089.png,2025-07-21,expiring_soon
valid\BEANS0090.png,2025-09-05,fresh
valid\BEANS0095.png,2025-07-06,expired
valid\BEANS0096.png,2025-07-08,expiring_soon
valid\BEANS0097.png,2025-08-08,fresh
valid\BEANS0107.png,2025-08-13,fresh
valid\BEANS0109.png,2025-08-31,fresh
valid\BEANS0111.png,2025-08-26,fresh
valid\BEANS0116.png,2025-08-25,fresh
valid\CAKE0003.png,2025-07-12,expiring_soon
valid\CAKE0006.png,2025-07-22,expiring_soon
valid\CAKE0007.png,2025-08-16,fresh
valid\CAKE0009.png,2025-08-11,fresh
valid\CAKE0013.png,2025-08-07,fresh
valid\CAKE0017.png,2025-07-29,fresh
valid\CAKE0020.png,2025-07-15,expiring_soon
valid\CAKE0022.png,2025-07-01,expired
valid\CAKE0024.png,2025-07-04,expired
valid\CAKE0030.png,2025-07-20,expiring_soon
valid\CAKE0039.png,2025-07-23,expiring_soon
valid\CAKE0042.png,2025-07-20,expiring_soon
valid\CAKE0045.png,2025-08-05,fresh
valid\CAKE0046.png,2025-07-30,fresh
valid\CAKE0048.png,2025-06-24,expired
valid\CAKE0049.png,2025-06-30,expired
valid\CAKE0059.png,2025-08-12,fresh
valid\CAKE0060.png,2025-08-21,fresh
valid\CAKE0067.png,2025-07-21,expiring_soon
valid\CAKE0068.png,2025-08-14,fresh
valid\CAKE0072.png,2025-09-06,fresh
valid\CAKE0079.png,2025-09-03,fresh
valid\CAKE0080.png,2025-08-04,fresh
valid\CAKE0082.png,2025-08-17,fresh
valid\CAKE0094.png,2025-09-01,fresh
valid\CAKE0104.png,2025-07-20,expiring_soon
valid\CAKE0106.png,2025-06-26,expired
valid\CAKE0109.png,2025-07-21,expiring_soon
valid\CAKE0110.png,2025-08-15,fresh
valid\CAKE0113.png,2025-08-20,fresh
valid\CAKE0117.png,2025-08-24,fresh
valid\CAKE0119.png,2025-08-18,fresh
valid\CAKE0120.png,2025-07-08,expiring_soon
valid\CAKE0121.png,2025-09-01,fresh
valid\CAKE0128.png,2025-08-02,fresh
valid\CAKE0132.png,2025-06-24,expired
valid\CAKE0135.png,2025-08-23,fresh
valid\CAKE0139.png,2025-07-26,fresh
valid\CAKE0148.png,2025-07-23,expiring_soon
valid\CAKE0160.png,2025-07-17,expiring_soon
valid\CANDY0002.png,2025-08-27,fresh
valid\CANDY0010.png,2025-07-25,fresh
valid\CANDY0014.png,2025-08-03,fresh
valid\CANDY0031.png,2025-07-14,expiring_soon
valid\CANDY0040.png,2025-07-07,expired
valid\CANDY0055.png,2025-07-19,expiring_soon
valid\CANDY0065.png,2025-07-24,fresh
valid\CANDY0069.png,2025-07-17,expiring_soon
valid\CANDY0086.png,2025-07-20,expiring_soon
valid\CANDY0087.png,2025-07-09,expiring_soon
valid\CANDY0090.png,2025-07-23,expiring_soon
valid\CANDY0110.png,2025-07-27,fresh
valid\CANDY0133.png,2025-08-31,fresh
valid\CANDY0138.png,2025-08-15,fresh
valid\CANDY0156.png,2025-08-12,fresh
valid\CANDY0161.png,2025-08-06,fresh
valid\CANDY0170.png,2025-07-23,expiring_soon
valid\CANDY0192.png,2025-08-17,fresh
valid\CANDY0200.png,2025-06-26,expired
valid\CANDY0211.png,2025-07-16,expiring_soon
valid\CANDY0215.png,2025-06-24,expired
valid\CANDY0231.png,2025-08-17,fresh
valid\CANDY0235.png,2025-07-23,expiring_soon
valid\CANDY0239.png,2025-08-02,fresh
valid\CANDY0240.png,2025-06-24,expired
valid\CANDY0251.png,2025-08-15,fresh
valid\CANDY0256.png,2025-07-04,expired
valid\CANDY0258.png,2025-08-21,fresh
valid\CANDY0259.png,2025-08-08,fresh
valid\CANDY0264.png,2025-06-28,expired
valid\CANDY0275.png,2025-07-12,expiring_soon
valid\CANDY0278.png,2025-07-06,expired
valid\CANDY0289.png,2025-07-28,fresh
valid\CANDY0290.png,2025-07-15,expiring_soon
valid\CANDY0320.png,2025-07-08,expiring_soon
valid\CANDY0321.png,2025-08-22,fresh
valid\CANDY0336.png,2025-08-31,fresh
valid\CANDY0352.png,2025-07-27,fresh
valid\CANDY0358.png,2025-08-16,fresh
valid\CANDY0365.png,2025-08-09,fresh
valid\CEREAL0008.png,2025-07-23,expiring_soon
valid\CEREAL0015.png,2025-07-07,expired
valid\CEREAL0023.png,2025-07-13,expiring_soon
valid\CEREAL0030.png,2025-08-25,fresh
valid\CEREAL0036.png,2025-06-28,expired
valid\CEREAL0057.png,2025-08-26,fresh
valid\CEREAL0059.png,2025-07-19,expiring_soon
valid\CEREAL0061.png,2025-08-13,fresh
valid\CEREAL0067.png,2025-07-26,fresh
valid\CEREAL0076.png,2025-07-14,expiring_soon
valid\CEREAL0093.png,2025-07-15,expiring_soon
valid\CEREAL0107.png,2025-07-21,expiring_soon
valid\CEREAL0113.png,2025-06-26,expired
valid\CEREAL0115.png,2025-09-01,fresh
valid\CEREAL0119.png,2025-07-22,expiring_soon
valid\CEREAL0129.png,2025-07-15,expiring_soon
valid\CEREAL0134.png,2025-06-26,expired
valid\CEREAL0136.png,2025-08-21,fresh
valid\CEREAL0138.png,2025-06-28,expired
valid\CEREAL0139.png,2025-06-25,expired
valid\CEREAL0146.png,2025-06-28,expired
valid\CEREAL0174.png,2025-08-31,fresh
valid\CEREAL0181.png,2025-07-03,expired
valid\CEREAL0183.png,2025-08-23,fresh
valid\CEREAL0194.png,2025-07-28,fresh
valid\CEREAL0199.png,2025-08-27,fresh
valid\CEREAL0209.png,2025-06-24,expired
valid\CEREAL0210.png,2025-08-15,fresh
valid\CEREAL0215.png,2025-06-23,expired
valid\CEREAL0221.png,2025-08-01,fresh
valid\CEREAL0225.png,2025-08-14,fresh
valid\CEREAL0229.png,2025-08-31,fresh
valid\CEREAL0231.png,2025-07-29,fresh
valid\CEREAL0232.png,2025-07-29,fresh
valid\CEREAL0245.png,2025-09-03,fresh
valid\CEREAL0248.png,2025-08-20,fresh
valid\CEREAL0249.png,2025-09-02,fresh
valid\CEREAL0262.png,2025-07-09,expiring_soon
valid\CEREAL0267.png,2025-09-05,fresh
valid\CEREAL0276.png,2025-07-10,expiring_soon
valid\CHIPS0015.png,2025-07-19,expiring_soon
valid\CHIPS0020.png,2025-08-01,fresh
valid\CHIPS0027.png,2025-07-29,fresh
valid\CHIPS0033.png,2025-08-26,fresh
valid\CHIPS0040.png,2025-06-28,expired
valid\CHIPS0042.png,2025-07-29,fresh
valid\CHIPS0045.png,2025-07-14,expiring_soon
valid\CHIPS0047.png,2025-06-30,expired
valid\CHIPS0055.png,2025-08-17,fresh
valid\CHIPS0057.png,2025-07-23,expiring_soon
valid\CHIPS0060.png,2025-08-30,fresh
valid\CHIPS0079.png,2025-07-20,expiring_soon
valid\CHIPS0080.png,2025-07-13,expiring_soon
valid\CHIPS0085.png,2025-08-27,fresh
valid\CHIPS0087.png,2025-08-13,fresh
valid\CHIPS0090.png,2025-08-31,fresh
valid\CHIPS0091.png,2025-06-28,expired
valid\CHIPS0097.png,2025-07-23,expiring_soon
valid\CHIPS0098.png,2025-07-16,expiring_soon
valid\CHIPS0101.png,2025-08-04,fresh
valid\CHIPS0102.png,2025-08-18,fresh
valid\CHIPS0103.png,2025-08-28,fresh
valid\CHIPS0107.png,2025-08-26,fresh
valid\CHIPS0108.png,2025-07-27,fresh
valid\CHIPS0110.png,2025-08-06,fresh
valid\CHIPS0114.png,2025-07-02,expired
valid\CHIPS0115.png,2025-08-25,fresh
valid\CHIPS0120.png,2025-08-19,fresh
valid\CHIPS0128.png,2025-06-25,expired
valid\CHIPS0136.png,2025-07-15,expiring_soon
valid\CHIPS0140.png,2025-08-16,fresh
valid\CHIPS0151.png,2025-07-05,expired
valid\CHIPS0155.png,2025-07-07,expired
valid\CHIPS0158.png,2025-09-04,fresh
valid\CHIPS0159.png,2025-08-07,fresh
valid\CHIPS0168.png,2025-07-08,expiring_soon
valid\CHIPS0169.png,2025-07-24,fresh
valid\CHIPS0170.png,2025-08-12,fresh
valid\CHIPS0175.png,2025-07-21,expiring_soon
valid\CHIPS0176.png,2025-07-09,expiring_soon
valid\CHOCOLATE0012.png,2025-07-08,expiring_soon
valid\CHOCOLATE0014.png,2025-06-29,expired
valid\CHOCOLATE0022.png,2025-07-06,expired
valid\CHOCOLATE0027.png,2025-08-11,fresh
valid\CHOCOLATE0047.png,2025-08-31,fresh
valid\CHOCOLATE0051.png,2025-07-19,expiring_soon
valid\CHOCOLATE0057.png,2025-06-26,expired
valid\CHOCOLATE0067.png,2025-07-06,expired
valid\CHOCOLATE0076.png,2025-07-18,expiring_soon
valid\CHOCOLATE0079.png,2025-08-03,fresh
valid\CHOCOLATE0082.png,2025-07-05,expired
valid\CHOCOLATE0103.png,2025-08-28,fresh
valid\CHOCOLATE0104.png,2025-08-28,fresh
valid\CHOCOLATE0106.png,2025-08-02,fresh
valid\CHOCOLATE0110.png,2025-09-03,fresh
valid\CHOCOLATE0122.png,2025-07-01,expired
valid\CHOCOLATE0132.png,2025-07-26,fresh
valid\CHOCOLATE0145.png,2025-07-17,expiring_soon
valid\CHOCOLATE0154.png,2025-07-11,expiring_soon
valid\CHOCOLATE0159.png,2025-07-31,fresh
valid\CHOCOLATE0163.png,2025-07-17,expiring_soon
valid\CHOCOLATE0171.png,2025-08-12,fresh
valid\CHOCOLATE0173.png,2025-08-05,fresh
valid\CHOCOLATE0183.png,2025-07-04,expired
valid\CHOCOLATE0184.png,2025-07-10,expiring_soon
valid\CHOCOLATE0191.png,2025-07-15,expiring_soon
valid\CHOCOLATE0194.png,2025-08-05,fresh
valid\CHOCOLATE0204.png,2025-08-01,fresh
valid\CHOCOLATE0232.png,2025-08-26,fresh
valid\CHOCOLATE0237.png,2025-07-05,expired
valid\CHOCOLATE0244.png,2025-08-19,fresh
valid\CHOCOLATE0246.png,2025-07-24,fresh
valid\CHOCOLATE0253.png,2025-08-23,fresh
valid\CHOCOLATE0267.png,2025-09-02,fresh
valid\CHOCOLATE0269.png,2025-07-05,expired
valid\CHOCOLATE0271.png,2025-09-03,fresh
valid\CHOCOLATE0275.png,2025-07-28,fresh
valid\CHOCOLATE0286.png,2025-07-18,expiring_soon
valid\CHOCOLATE0300.png,2025-08-21,fresh
valid\CHOCOLATE0306.png,2025-07-09,expiring_soon
valid\COFFEE0000.png,2025-07-29,fresh
valid\COFFEE0007.png,2025-08-11,fresh
valid\COFFEE0017.png,2025-08-27,fresh
valid\COFFEE0018.png,2025-08-21,fresh
valid\COFFEE0020.png,2025-07-25,fresh
valid\COFFEE0023.png,2025-07-12,expiring_soon
valid\COFFEE0041.png,2025-07-03,expired
valid\COFFEE0042.png,2025-07-12,expiring_soon
valid\COFFEE0043.png,2025-06-26,expired
valid\COFFEE0054.png,2025-07-07,expired
valid\COFFEE0068.png,2025-08-25,fresh
valid\COFFEE0074.png,2025-07-23,expiring_soon
valid\COFFEE0085.png,2025-08-26,fresh
valid\COFFEE0101.png,2025-08-23,fresh
valid\COFFEE0102.png,2025-08-29,fresh
valid\COFFEE0110.png,2025-07-16,expiring_soon
valid\COFFEE0118.png,2025-07-17,expiring_soon
valid\COFFEE0125.png,2025-08-24,fresh
valid\COFFEE0126.png,2025-07-21,expiring_soon
valid\COFFEE0127.png,2025-08-28,fresh
valid\COFFEE0133.png,2025-07-18,expiring_soon
valid\COFFEE0154.png,2025-08-13,fresh
valid\COFFEE0173.png,2025-09-04,fresh
valid\COFFEE0174.png,2025-08-04,fresh
valid\COFFEE0189.png,2025-08-29,fresh
valid\COFFEE0191.png,2025-08-15,fresh
valid\COFFEE0205.png,2025-08-24,fresh
valid\COFFEE0207.png,2025-07-21,expiring_soon
valid\COFFEE0211.png,2025-08-12,fresh
valid\COFFEE0219.png,2025-07-12,expiring_soon
valid\COFFEE0222.png,2025-06-30,expired
valid\COFFEE0227.png,2025-06-23,expired
valid\COFFEE0232.png,2025-09-04,fresh
valid\COFFEE0245.png,2025-07-20,expiring_soon
valid\COFFEE0254.png,2025-07-29,fresh
valid\COFFEE0283.png,2025-08-19,fresh
valid\COFFEE0285.png,2025-07-28,fresh
valid\COFFEE0291.png,2025-07-13,expiring_soon
valid\COFFEE0295.png,2025-08-09,fresh
valid\COFFEE0296.png,2025-07-19,expiring_soon
valid\CORN0000.png,2025-07-25,fresh
valid\CORN0002.png,2025-07-25,fresh
valid\CORN0003.png,2025-08-19,fresh
valid\CORN0004.png,2025-06-23,expired
valid\CORN0005.png,2025-08-16,fresh
valid\CORN0006.png,2025-07-22,expiring_soon
valid\CORN0013.png,2025-07-28,fresh
valid\CORN0018.png,2025-08-22,fresh
valid\CORN0022.png,2025-07-06,expired
valid\CORN0023.png,2025-07-25,fresh
valid\CORN0025.png,2025-08-21,fresh
valid\CORN0026.png,2025-08-12,fresh
valid\CORN0028.png,2025-08-31,fresh
valid\CORN0030.png,2025-09-04,fresh
valid\CORN0033.png,2025-07-16,expiring_soon
valid\CORN0034.png,2025-07-08,expiring_soon
valid\CORN0035.png,2025-08-02,fresh
valid\CORN0036.png,2025-07-28,fresh
valid\CORN0038.png,2025-07-31,fresh
valid\CORN0041.png,2025-07-10,expiring_soon
valid\CORN0042.png,2025-08-12,fresh
valid\CORN0051.png,2025-07-27,fresh
valid\CORN0052.png,2025-07-17,expiring_soon
valid\CORN0054.png,2025-07-28,fresh
valid\CORN0055.png,2025-08-17,fresh
valid\CORN0058.png,2025-07-18,expiring_soon
valid\CORN0064.png,2025-07-03,expired
valid\CORN0066.png,2025-06-23,expired
valid\CORN0067.png,2025-06-24,expired
valid\CORN0068.png,2025-06-23,expired
valid\CORN0074.png,2025-07-06,expired
valid\CORN0075.png,2025-07-06,expired
valid\CORN0078.png,2025-08-30,fresh
valid\CORN0079.png,2025-07-28,fresh
valid\CORN0084.png,2025-07-18,expiring_soon
valid\CORN0085.png,2025-08-24,fresh
valid\CORN0086.png,2025-07-07,expired
valid\CORN0088.png,2025-08-04,fresh
valid\CORN0092.png,2025-07-09,expiring_soon
valid\CORN0093.png,2025-07-07,expired
valid\FISH0000.png,2025-08-31,fresh
valid\FISH0004.png,2025-09-03,fresh
valid\FISH0008.png,2025-08-31,fresh
valid\FISH0009.png,2025-06-28,expired
valid\FISH0010.png,2025-08-06,fresh
valid\FISH0013.png,2025-09-02,fresh
valid\FISH0015.png,2025-07-03,expired
valid\FISH0016.png,2025-06-29,expired
valid\FISH0022.png,2025-08-11,fresh
valid\FISH0025.png,2025-07-17,expiring_soon
valid\FISH0026.png,2025-07-09,expiring_soon
valid\FISH0028.png,2025-08-28,fresh
valid\FISH0029.png,2025-08-21,fresh
valid\FISH0037.png,2025-07-11,expiring_soon
valid\FISH0042.png,2025-07-21,expiring_soon
valid\FISH0045.png,2025-07-04,expired
valid\FISH0046.png,2025-07-07,expired
valid\FISH0047.png,2025-07-20,expiring_soon
valid\FISH0051.png,2025-07-30,fresh
valid\FISH0061.png,2025-07-15,expiring_soon
valid\FISH0063.png,2025-07-04,expired
valid\FISH0064.png,2025-08-09,fresh
valid\FISH0065.png,2025-08-16,fresh
valid\FISH0067.png,2025-07-24,fresh
valid\FISH0068.png,2025-06-23,expired
valid\FISH0072.png,2025-08-21,fresh
valid\FISH0074.png,2025-06-29,expired
valid\FISH0077.png,2025-07-27,fresh
valid\FISH0079.png,2025-07-26,fresh
valid\FISH0084.png,2025-07-23,expiring_soon
valid\FISH0089.png,2025-08-13,fresh
valid\FISH0090.png,2025-08-29,fresh
valid\FISH0094.png,2025-09-01,fresh
valid\FISH0097.png,2025-08-11,fresh
valid\FISH0100.png,2025-07-30,fresh
valid\FISH0102.png,2025-08-08,fresh
valid\FISH0104.png,2025-08-25,fresh
valid\FISH0106.png,2025-07-30,fresh
valid\FISH0107.png,2025-07-18,expiring_soon
valid\FISH0109.png,2025-07-09,expiring_soon
valid\FLOUR0002.png,2025-07-07,expired
valid\FLOUR0003.png,2025-07-19,expiring_soon
valid\FLOUR0006.png,2025-06-25,expired
valid\FLOUR0008.png,2025-08-30,fresh
valid\FLOUR0012.png,2025-09-02,fresh
valid\FLOUR0014.png,2025-08-24,fresh
valid\FLOUR0016.png,2025-08-06,fresh
valid\FLOUR0017.png,2025-08-08,fresh
valid\FLOUR0018.png,2025-07-27,fresh
valid\FLOUR0020.png,2025-07-14,expiring_soon
valid\FLOUR0021.png,2025-07-05,expired
valid\FLOUR0026.png,2025-07-09,expiring_soon
valid\FLOUR0029.png,2025-08-26,fresh
valid\FLOUR0031.png,2025-08-25,fresh
valid\FLOUR0035.png,2025-07-10,expiring_soon
valid\FLOUR0039.png,2025-08-11,fresh
valid\FLOUR0040.png,2025-08-08,fresh
valid\FLOUR0044.png,2025-06-23,expired
valid\FLOUR0045.png,2025-08-24,fresh
valid\FLOUR0051.png,2025-08-18,fresh
valid\FLOUR0053.png,2025-06-26,expired
valid\FLOUR0054.png,2025-07-20,expiring_soon
valid\FLOUR0057.png,2025-08-07,fresh
valid\FLOUR0059.png,2025-08-17,fresh
valid\FLOUR0062.png,2025-08-13,fresh
valid\FLOUR0064.png,2025-08-21,fresh
valid\FLOUR0065.png,2025-06-26,expired
valid\FLOUR0067.png,2025-07-25,fresh
valid\FLOUR0068.png,2025-08-08,fresh
valid\FLOUR0070.png,2025-08-06,fresh
valid\FLOUR0074.png,2025-08-23,fresh
valid\FLOUR0077.png,2025-08-04,fresh
valid\FLOUR0080.png,2025-07-20,expiring_soon
valid\FLOUR0082.png,2025-07-13,expiring_soon
valid\FLOUR0089.png,2025-08-29,fresh
valid\FLOUR0096.png,2025-07-15,expiring_soon
valid\FLOUR0100.png,2025-07-31,fresh
valid\FLOUR0102.png,2025-07-18,expiring_soon
valid\FLOUR0103.png,2025-07-24,fresh
valid\FLOUR0107.png,2025-08-01,fresh
valid\HONEY0004.png,2025-08-02,fresh
valid\HONEY0005.png,2025-07-09,expiring_soon
valid\HONEY0013.png,2025-07-20,expiring_soon
valid\HONEY0016.png,2025-07-06,expired
valid\HONEY0019.png,2025-07-24,fresh
valid\HONEY0031.png,2025-08-16,fresh
valid\HONEY0032.png,2025-07-05,expired
valid\HONEY0037.png,2025-08-21,fresh
valid\HONEY0039.png,2025-06-27,expired
valid\HONEY0040.png,2025-07-13,expiring_soon
valid\HONEY0052.png,2025-08-06,fresh
